,location,total_sqft,bath,price,bhk
5057,Margondanahalli,1140.0,2.0,60.0,2
5058,Margondanahalli,1100.0,2.0,55.0,2
5059,Margondanahalli,1152.0,1.0,66.0,2
5061,Margondanahalli,1200.0,2.0,65.0,2
5062,Margondanahalli,1050.0,2.0,58.0,2
5063,Margondanahalli,1160.0,2.0,65.0,2
5064,Margondanahalli,1334.0,2.0,67.76,2
5065,Marsur,1800.0,4.0,145.0,4
5066,Marsur,1200.0,3.0,90.0,3
5067,Marsur,1200.0,3.0,120.0,3
5068,Mico Layout,5000.0,9.0,210.0,9
5069,Mico Layout,1550.0,2.0,65.0,3
5070,Mico Layout,1125.0,2.0,40.0,2
5071,Mico Layout,1190.0,2.0,39.25,2
5072,Mico Layout,800.0,1.0,29.5,1
5073,Mico Layout,1250.0,2.0,44.0,3
5074,Mico Layout,1171.0,2.0,39.0,2
5075,Mico Layout,1200.0,2.0,53.5,2
5076,Mico Layout,1670.0,3.0,59.0,3
5077,Mico Layout,1140.0,2.0,43.0,2
5078,Munnekollal,1170.0,2.0,52.0,2
5079,Munnekollal,1102.0,2.0,53.67,2
5080,Munnekollal,1390.0,3.0,68.0,3
5081,Munnekollal,1200.0,2.0,49.5,2
5082,Munnekollal,950.0,2.0,46.5,2
5083,Munnekollal,1560.0,3.0,75.0,3
5084,Munnekollal,1750.0,3.0,86.5,3
5085,Munnekollal,1385.0,2.0,66.5,3
5086,Munnekollal,1080.0,2.0,45.0,2
5087,Munnekollal,1170.0,2.0,59.0,2
5089,Munnekollal,1200.0,2.0,57.9,3
5090,Munnekollal,1030.0,2.0,50.36,2
5091,Murugeshpalya,1296.0,2.0,81.0,2
5092,Murugeshpalya,1550.0,3.0,74.0,3
5093,Murugeshpalya,1845.0,3.0,91.0,3
5094,Murugeshpalya,1185.0,2.0,85.0,2
5095,Murugeshpalya,1225.0,2.0,48.0,2
5096,Murugeshpalya,1930.0,3.0,75.0,3
5097,Murugeshpalya,1600.0,2.0,65.0,3
5098,Murugeshpalya,1344.0,2.0,56.0,3
5099,Murugeshpalya,1500.0,2.0,70.0,3
5100,Murugeshpalya,1855.0,3.0,96.0,3
5101,Murugeshpalya,1175.0,2.0,75.0,2
5102,Mysore Road,1175.0,2.0,73.5,2
5103,Mysore Road,1710.0,4.0,91.31,3
5104,Mysore Road,1020.0,2.0,48.95,2
5105,Mysore Road,1175.0,2.0,73.5,2
5106,Mysore Road,1070.0,2.0,45.0,2
5107,Mysore Road,1239.0,2.0,53.0,2
5108,Mysore Road,1060.0,2.0,62.0,2
5109,Mysore Road,980.0,2.0,45.47,2
5110,Mysore Road,883.0,2.0,40.0,2
5111,Mysore Road,1525.0,3.0,96.0,3
5112,Mysore Road,1200.0,2.0,65.0,2
5116,Mysore Road,883.0,2.0,40.95,2
5117,Mysore Road,1070.0,2.0,49.65,2
5119,Mysore Road,883.0,2.0,50.0,2
5120,Mysore Road,1155.0,2.0,51.0,2
5121,Mysore Road,1003.0,2.0,43.0,2
5122,Mysore Road,1237.0,2.0,73.0,2
5123,Mysore Road,883.0,2.0,45.0,2
5124,Mysore Road,1170.0,2.0,65.0,2
5125,Mysore Road,940.0,2.0,43.61,2
5127,Mysore Road,1020.0,2.0,48.95,2
5128,Mysore Road,1568.0,2.0,100.0,3
5130,Mysore Road,1175.0,2.0,70.5,2
5131,Mysore Road,1080.0,2.0,60.0,3
5133,Mysore Road,883.0,2.0,37.0,2
5134,NGR Layout,1020.0,2.0,45.9,2
5135,NGR Layout,1105.0,2.0,49.73,2
5136,NGR Layout,1022.0,2.0,45.9,2
5137,NGR Layout,1020.0,2.0,45.0,2
5138,NGR Layout,1019.0,2.0,45.9,2
5139,NGR Layout,1020.0,2.0,46.0,2
5140,NGR Layout,1021.0,2.0,46.0,2
5141,NGR Layout,1021.0,2.0,45.9,2
5142,NRI Layout,1565.0,2.0,75.0,3
5143,NRI Layout,2500.0,5.0,130.0,5
5144,NRI Layout,1125.0,2.0,45.56,2
5145,NRI Layout,2150.0,4.0,115.0,4
5146,NRI Layout,1250.0,2.0,75.0,2
5147,NRI Layout,1789.0,3.0,75.0,3
5148,NRI Layout,1731.0,3.0,64.11,3
5149,NRI Layout,2400.0,2.0,125.0,2
5151,Nagarbhavi,1350.0,3.0,150.0,3
5152,Nagarbhavi,1200.0,2.0,150.0,2
5154,Nagarbhavi,2400.0,3.0,160.0,3
5155,Nagarbhavi,884.0,2.0,36.0,1
5156,Nagarbhavi,1055.0,2.0,55.0,2
5158,Nagarbhavi,1223.0,2.0,60.0,2
5159,Nagarbhavi,956.0,2.0,49.0,2
5161,Nagarbhavi,1200.0,2.0,150.0,2
5164,Nagarbhavi,1145.0,2.0,40.0,2
5165,Nagarbhavi,300.0,1.0,20.0,1
5166,Nagarbhavi,1250.0,3.0,175.0,4
5167,Nagarbhavi,710.0,2.0,40.0,1
5169,Nagarbhavi,1212.0,2.0,50.0,2
5170,Nagarbhavi,1020.0,2.0,55.0,2
5172,Nagarbhavi,1120.0,2.0,53.0,2
5174,Nagarbhavi,1146.0,2.0,50.0,2
5176,Nagarbhavi,1190.0,2.0,63.0,2
5178,Nagarbhavi,1050.0,2.0,80.0,2
5179,Nagarbhavi,2500.0,3.0,180.0,5
5181,Nagarbhavi,1250.0,3.0,170.0,2
5183,Nagarbhavi,1400.0,2.0,135.0,3
5185,Nagarbhavi,1100.0,2.0,46.2,2
5186,Nagarbhavi,1080.0,2.0,49.0,2
5187,Nagarbhavi,1800.0,3.0,180.0,4
5188,Nagarbhavi,1225.0,2.0,58.0,2
5189,Nagasandra,980.0,2.0,48.0,2
5190,Nagasandra,2400.0,4.0,145.0,4
5191,Nagasandra,7000.0,8.0,450.0,4
5192,Nagasandra,1650.0,3.0,95.0,3
5193,Nagasandra,1500.0,2.0,91.0,2
5194,Nagavara,400.0,1.0,14.0,1
5195,Nagavara,2172.65,3.0,120.0,4
5197,Nagavara,2319.0,3.0,180.0,3
5198,Nagavara,2430.0,4.0,180.0,3
5199,Nagavara,936.0,2.0,40.2,2
5200,Nagavara,1125.0,2.0,44.5,2
5201,Nagavara,1315.0,2.0,70.0,2
5202,Nagavara,1077.0,2.0,50.0,2
5203,Nagavara,2496.0,4.0,125.0,4
5204,Nagavara,1110.0,2.0,44.95,2
5205,Nagavara,1247.0,2.0,58.56,2
5206,Nagavarapalya,1392.0,2.0,99.0,2
5207,Nagavarapalya,705.0,1.0,52.5,1
5208,Nagavarapalya,1300.0,3.0,80.0,3
5209,Nagavarapalya,705.0,1.0,57.0,1
5210,Nagavarapalya,705.0,1.0,55.0,1
5211,Nagavarapalya,705.0,1.0,57.0,1
5212,Nagavarapalya,1335.0,2.0,110.0,2
5213,Nagavarapalya,1260.0,2.0,85.5,2
5214,Narayanapura,1308.0,2.0,89.04,2
5215,Narayanapura,1566.0,3.0,83.3,3
5216,Narayanapura,1485.0,3.0,85.0,3
5217,Narayanapura,1302.0,2.0,69.1,2
5218,Narayanapura,1308.0,2.0,89.04,2
5219,Narayanapura,2357.0,3.0,135.0,3
5220,Narayanapura,2357.0,3.0,135.0,3
5221,Narayanapura,1469.0,2.0,99.14,2
5222,Neeladri Nagar,1053.0,2.0,45.0,2
5223,Neeladri Nagar,1363.0,2.0,68.0,2
5224,Neeladri Nagar,2556.0,3.0,133.0,3
5225,Neeladri Nagar,674.0,1.0,21.0,1
5226,Neeladri Nagar,527.0,1.0,26.0,1
5227,Neeladri Nagar,1167.0,2.0,38.0,3
5228,Neeladri Nagar,1060.0,2.0,35.0,2
5229,Neeladri Nagar,640.0,1.0,20.5,1
5230,Neeladri Nagar,4000.0,12.0,160.0,10
5231,Neeladri Nagar,1105.0,2.0,30.0,2
5232,Neeladri Nagar,1100.0,2.0,30.0,2
5233,Neeladri Nagar,2111.0,3.0,103.0,3
5234,Nehru Nagar,1775.0,3.0,110.0,3
5235,Nehru Nagar,2363.0,5.0,120.0,4
5236,Nehru Nagar,2342.0,3.0,115.0,4
5237,Nehru Nagar,967.0,2.0,41.1,2
5238,Nehru Nagar,1374.0,3.0,72.0,3
5239,Nehru Nagar,1674.0,3.0,90.0,3
5240,Nehru Nagar,1269.0,2.0,63.0,3
5241,Nehru Nagar,1100.0,2.0,50.0,2
5242,Nehru Nagar,1674.0,3.0,81.0,3
5243,OMBR Layout,2420.0,3.0,185.0,3
5244,OMBR Layout,1078.0,2.0,65.0,2
5245,OMBR Layout,1101.0,2.0,65.5,2
5246,OMBR Layout,1041.0,2.0,65.5,2
5247,OMBR Layout,1300.0,2.0,80.0,2
5248,OMBR Layout,1085.0,2.0,64.0,2
5249,OMBR Layout,1855.0,3.0,145.0,3
5250,OMBR Layout,1050.0,2.0,48.0,2
5252,OMBR Layout,1165.0,2.0,88.5,2
5253,OMBR Layout,1101.0,2.0,66.0,2
5254,OMBR Layout,3400.0,4.0,275.0,4
5256,Old Airport Road,2732.0,4.0,204.0,4
5258,Old Airport Road,3356.0,4.0,251.0,4
5259,Old Airport Road,1206.0,2.0,75.0,2
5260,Old Airport Road,2774.0,4.0,207.0,4
5261,Old Airport Road,2690.0,4.0,191.0,4
5262,Old Airport Road,2690.0,4.0,199.0,4
5263,Old Airport Road,1655.0,2.0,97.65,2
5264,Old Airport Road,1075.0,2.0,60.0,2
5265,Old Airport Road,1858.0,2.0,167.0,3
5266,Old Airport Road,1150.0,2.0,90.0,2
5267,Old Airport Road,2690.0,4.0,191.0,4
5268,Old Airport Road,2658.0,5.0,187.0,4
5269,Old Airport Road,946.0,2.0,58.0,2
5270,Old Airport Road,2774.0,4.0,208.0,4
5271,Old Airport Road,2774.0,4.0,208.0,4
5272,Old Airport Road,3200.0,4.0,280.0,4
5273,Old Airport Road,2690.0,4.0,201.0,4
5274,Old Airport Road,1145.0,2.0,75.0,2
5275,Old Airport Road,2732.0,4.0,194.0,4
5276,Old Airport Road,2658.0,5.0,189.0,4
5277,Old Airport Road,2774.0,4.0,197.0,4
5278,Old Airport Road,3496.0,4.0,262.0,4
5279,Old Airport Road,2774.0,4.0,197.0,4
5280,Old Airport Road,2732.0,4.0,204.0,4
5281,Old Airport Road,1798.0,3.0,150.0,3
5282,Old Airport Road,2774.0,4.0,208.0,4
5283,Old Airport Road,1184.0,2.0,78.0,2
5284,Old Airport Road,3504.0,4.0,262.0,4
5285,Old Airport Road,1055.0,2.0,75.0,2
5286,Old Madras Road,1425.0,2.0,94.0,3
5289,Old Madras Road,935.0,2.0,45.0,2
5290,Old Madras Road,1720.0,3.0,100.0,3
5291,Old Madras Road,1200.0,2.0,72.0,2
5292,Old Madras Road,1225.0,2.0,53.55,2
5293,Old Madras Road,1100.0,2.0,70.0,2
5294,Old Madras Road,2760.0,5.0,157.0,3
5295,Old Madras Road,1171.0,2.0,75.0,2
5296,Old Madras Road,935.0,2.0,45.0,2
5297,Old Madras Road,4500.0,7.0,294.0,5
5299,Old Madras Road,1065.0,2.0,47.86,2
5300,Old Madras Road,2010.0,3.0,125.0,4
5302,Old Madras Road,1480.0,2.0,84.0,3
5303,Old Madras Road,2990.0,5.0,210.0,3
5304,Old Madras Road,1210.0,2.0,74.0,2
5305,Old Madras Road,1171.0,2.0,72.0,2
5307,Old Madras Road,1480.0,3.0,95.0,3
5309,Old Madras Road,1210.0,2.0,80.0,2
5310,Old Madras Road,1859.0,3.0,121.0,3
5311,Old Madras Road,2990.0,5.0,173.0,3
5314,Old Madras Road,2300.0,3.0,142.0,3
5316,Old Madras Road,1210.0,2.0,80.0,2
5317,Old Madras Road,1210.0,2.0,77.0,2
5318,Old Madras Road,1330.0,2.0,74.0,2
5319,Old Madras Road,1720.0,3.0,106.0,3
5320,Old Madras Road,2640.0,5.0,150.0,3
5321,Old Madras Road,2990.0,3.0,170.0,3
5323,Old Madras Road,1171.0,2.0,73.0,2
5324,Old Madras Road,1630.0,3.0,110.0,3
5325,Old Madras Road,1165.0,2.0,52.0,2
5326,Old Madras Road,2640.0,2.0,170.0,2
5327,Old Madras Road,1165.0,2.0,51.42,2
5328,Padmanabhanagar,1020.0,2.0,63.0,2
5329,Padmanabhanagar,1176.0,2.0,62.0,2
5330,Padmanabhanagar,1258.0,2.0,115.0,2
5332,Padmanabhanagar,1100.0,2.0,65.0,2
5333,Padmanabhanagar,3400.0,3.0,210.0,4
5337,Padmanabhanagar,4500.0,4.0,360.0,3
5338,Padmanabhanagar,1200.0,2.0,60.0,2
5340,Padmanabhanagar,1000.0,1.0,90.0,2
5341,Padmanabhanagar,1067.0,2.0,52.0,2
5345,Padmanabhanagar,1100.0,2.0,60.0,2
5346,Padmanabhanagar,2051.0,3.0,180.0,3
5347,Padmanabhanagar,2051.0,3.0,170.0,3
5348,Pai Layout,1006.0,2.0,35.0,2
5349,Pai Layout,1550.0,2.0,90.0,3
5350,Pai Layout,1050.0,2.0,40.0,2
5351,Pai Layout,1400.0,2.0,67.0,3
5352,Pai Layout,1100.0,2.0,50.0,2
5353,Pai Layout,1255.0,2.0,80.0,2
5354,Pai Layout,1075.0,2.0,35.0,2
5355,Pai Layout,1400.0,2.0,57.5,2
5356,Pai Layout,1175.0,2.0,60.0,2
5357,Pai Layout,810.0,2.0,34.5,2
5358,Pai Layout,1000.0,2.0,34.0,2
5359,Pai Layout,1000.0,2.0,42.0,2
5360,Pai Layout,3800.0,6.0,175.0,6
5361,Pai Layout,1068.0,2.0,48.0,2
5362,Pai Layout,1510.0,2.0,65.0,3
5365,Panathur,1359.0,2.0,87.0,2
5366,Panathur,1438.0,2.0,100.0,2
5367,Panathur,1688.0,3.0,118.0,3
5369,Panathur,1198.0,2.0,77.0,2
5370,Panathur,1180.0,2.0,70.0,2
5371,Panathur,1546.0,3.0,99.0,3
5373,Panathur,1000.0,2.0,65.3,2
5374,Panathur,1109.0,2.0,63.0,2
5375,Panathur,1000.0,2.0,68.0,2
5376,Panathur,1255.0,2.0,79.0,2
5377,Panathur,1205.0,2.0,62.9,2
5378,Panathur,1210.0,2.0,85.0,2
5379,Panathur,1198.0,2.0,82.0,2
5380,Panathur,1235.0,2.0,65.0,2
5381,Panathur,1210.0,2.0,80.0,2
5382,Panathur,1210.0,2.0,77.0,2
5383,Panathur,661.0,1.0,40.0,1
5384,Panathur,1713.0,3.0,120.0,3
5385,Panathur,1210.0,2.0,78.0,2
5387,Panathur,1050.0,2.0,60.0,2
5388,Panathur,1398.0,2.0,97.0,2
5389,Panathur,1065.0,2.0,58.0,2
5390,Panathur,1007.0,2.0,64.0,2
5391,Panathur,1210.0,2.0,77.93,2
5392,Panathur,1230.0,2.0,80.0,2
5393,Panathur,980.0,2.0,57.0,2
5394,Panathur,1075.0,2.0,60.0,2
5395,Panathur,1210.0,2.0,69.0,2
5396,Panathur,1343.0,2.0,76.0,2
5397,Parappana Agrahara,1194.0,2.0,47.0,2
5398,Parappana Agrahara,1194.0,2.0,47.0,2
5399,Parappana Agrahara,1194.0,2.0,46.0,2
5400,Parappana Agrahara,1194.0,2.0,47.0,2
5401,Parappana Agrahara,1194.0,2.0,46.0,2
5402,Parappana Agrahara,1194.0,2.0,47.0,2
5403,Parappana Agrahara,1194.0,2.0,47.0,2
5404,Parappana Agrahara,1092.0,2.0,43.0,2
5405,Parappana Agrahara,1194.0,2.0,45.0,2
5406,Parappana Agrahara,1200.0,1.0,45.0,1
5407,Parappana Agrahara,1194.0,2.0,46.0,2
5408,Parappana Agrahara,1194.0,2.0,47.0,2
5409,Parappana Agrahara,1194.0,2.0,47.0,2
5410,Parappana Agrahara,1194.0,2.0,46.0,2
5411,Parappana Agrahara,1194.0,2.0,46.0,2
5412,Pattandur Agrahara,1550.0,2.0,80.0,3
5413,Pattandur Agrahara,1025.0,2.0,44.5,2
5414,Pattandur Agrahara,1247.0,2.0,59.8,2
5415,Pattandur Agrahara,900.0,2.0,42.0,2
5416,Pattandur Agrahara,1302.0,2.0,66.0,2
5417,Pattandur Agrahara,1550.0,2.0,80.0,3
5418,Pattandur Agrahara,1247.0,2.0,62.35,2
5419,Pattandur Agrahara,1350.0,2.0,68.0,2
5420,Poorna Pragna Layout,920.0,2.0,39.55,2
5423,Poorna Pragna Layout,1160.0,2.0,46.39,2
5426,Poorna Pragna Layout,965.0,2.0,48.0,2
5431,Poorna Pragna Layout,1160.0,2.0,46.39,2
5433,Poorna Pragna Layout,1160.0,2.0,46.39,2
5436,Poorna Pragna Layout,960.0,2.0,50.0,2
5438,Prithvi Layout,2028.0,4.0,162.0,4
5439,Prithvi Layout,1352.0,2.0,87.5,2
5440,Prithvi Layout,1190.0,2.0,68.0,2
5441,Prithvi Layout,1352.0,2.0,85.0,2
5442,Prithvi Layout,1352.0,2.0,75.0,2
5443,Prithvi Layout,2273.0,4.0,220.0,3
5444,Prithvi Layout,1352.0,3.0,93.0,2
5445,Prithvi Layout,2273.0,4.0,192.0,3
5446,Prithvi Layout,1352.0,2.0,72.0,2
5449,R.T. Nagar,1200.0,2.0,120.0,2
5451,R.T. Nagar,1040.0,2.0,46.0,2
5452,R.T. Nagar,1200.0,2.0,45.0,2
5453,R.T. Nagar,1235.0,2.0,65.0,2
5454,R.T. Nagar,1140.0,3.0,130.0,3
5455,R.T. Nagar,970.0,2.0,55.0,2
5456,R.T. Nagar,1560.0,3.0,125.0,3
5457,R.T. Nagar,1200.0,2.0,60.0,2
5460,R.T. Nagar,1200.0,3.0,140.0,3
5461,R.T. Nagar,1100.0,3.0,125.0,2
5462,R.T. Nagar,1150.0,2.0,72.0,2
5463,R.T. Nagar,1500.0,4.0,185.0,4
5464,R.T. Nagar,3600.0,8.0,165.0,9
5465,R.T. Nagar,1080.0,2.0,48.0,2
5466,R.T. Nagar,1325.0,2.0,52.0,2
5468,R.T. Nagar,1300.0,3.0,145.0,3
5470,R.T. Nagar,1100.0,2.0,85.0,2
5471,R.T. Nagar,1667.0,3.0,130.0,3
5472,Rachenahalli,1050.0,2.0,52.07,2
5474,Rachenahalli,1050.0,2.0,55.5,2
5476,Rachenahalli,1050.0,2.0,53.5,2
5478,Rachenahalli,1220.0,2.0,59.5,2
5479,Rachenahalli,1050.0,2.0,52.5,2
5481,Rachenahalli,1050.0,2.0,52.1,2
5482,Rachenahalli,1050.0,2.0,53.5,2
5483,Rachenahalli,1113.0,2.0,55.0,2
5484,Rachenahalli,3657.0,5.0,220.0,4
5488,Rachenahalli,1050.0,2.0,52.5,2
5491,Rachenahalli,690.0,1.0,39.8,1
5492,Rachenahalli,1050.0,2.0,47.25,2
5493,Rachenahalli,1050.0,2.0,55.5,2
5494,Rachenahalli,1100.0,2.0,68.0,2
5495,Rachenahalli,985.0,2.0,49.97,2
5496,Rachenahalli,1050.0,2.0,52.5,2
5497,Rachenahalli,1050.0,2.0,52.08,2
5499,Rachenahalli,1050.0,2.0,52.07,2
5501,Rachenahalli,1050.0,2.0,52.08,2
5502,Rachenahalli,985.0,2.0,49.97,2
5503,Rachenahalli,1856.0,3.0,106.0,3
5504,Rachenahalli,1050.0,2.0,52.5,2
5505,Rachenahalli,985.0,2.0,50.17,2
5506,Rachenahalli,2600.0,3.0,160.0,3
5509,Rachenahalli,985.0,2.0,50.17,2
5510,Rachenahalli,1050.0,2.0,52.71,2
5513,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
5514,Raja Rajeshwari Nagar,1145.0,2.0,45.79,2
5515,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
5516,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
5517,Raja Rajeshwari Nagar,1133.0,2.0,49.07,2
5518,Raja Rajeshwari Nagar,1090.0,2.0,42.0,2
5519,Raja Rajeshwari Nagar,1260.0,2.0,67.39,2
5520,Raja Rajeshwari Nagar,1141.0,2.0,38.55,2
5521,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2
5522,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
5523,Raja Rajeshwari Nagar,600.0,1.0,22.0,1
5524,Raja Rajeshwari Nagar,1278.0,2.0,53.76,3
5525,Raja Rajeshwari Nagar,500.0,1.0,25.0,1
5526,Raja Rajeshwari Nagar,1143.0,2.0,38.65,2
5527,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3
5528,Raja Rajeshwari Nagar,1105.0,2.0,65.0,2
5530,Raja Rajeshwari Nagar,1258.0,2.0,63.53,2
5531,Raja Rajeshwari Nagar,1128.0,2.0,38.24,2
5532,Raja Rajeshwari Nagar,1157.0,2.0,53.8,2
5533,Raja Rajeshwari Nagar,1185.0,2.0,47.39,2
5536,Raja Rajeshwari Nagar,1030.0,2.0,50.0,2
5537,Raja Rajeshwari Nagar,1144.0,2.0,38.55,2
5538,Raja Rajeshwari Nagar,1196.0,2.0,51.51,2
5539,Raja Rajeshwari Nagar,1570.0,3.0,88.0,3
5540,Raja Rajeshwari Nagar,1168.0,2.0,61.0,2
5541,Raja Rajeshwari Nagar,1306.0,2.0,55.91,2
5542,Raja Rajeshwari Nagar,1608.0,3.0,67.98,3
5544,Raja Rajeshwari Nagar,1575.0,2.0,78.0,3
5545,Raja Rajeshwari Nagar,1200.0,2.0,35.0,2
5546,Raja Rajeshwari Nagar,1151.0,2.0,39.02,2
5547,Raja Rajeshwari Nagar,1570.0,2.0,65.0,3
5549,Raja Rajeshwari Nagar,1196.0,2.0,51.15,2
5550,Raja Rajeshwari Nagar,1419.0,2.0,48.0,2
5552,Raja Rajeshwari Nagar,1295.0,2.0,70.0,2
5553,Raja Rajeshwari Nagar,648.0,1.0,31.75,1
5554,Raja Rajeshwari Nagar,1100.0,2.0,55.0,2
5555,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
5556,Raja Rajeshwari Nagar,1090.0,2.0,43.59,2
5558,Raja Rajeshwari Nagar,1023.0,2.0,42.0,2
5559,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2
5561,Raja Rajeshwari Nagar,4800.0,8.0,225.0,8
5562,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
5563,Raja Rajeshwari Nagar,1267.0,2.0,42.85,2
5564,Raja Rajeshwari Nagar,550.0,1.0,21.0,1
5565,Raja Rajeshwari Nagar,1120.0,2.0,37.95,2
5566,Raja Rajeshwari Nagar,1608.0,2.0,85.0,2
5567,Raja Rajeshwari Nagar,1210.0,2.0,45.0,2
5568,Raja Rajeshwari Nagar,1240.0,2.0,53.27,2
5569,Raja Rajeshwari Nagar,1395.0,2.0,72.0,3
5570,Raja Rajeshwari Nagar,1165.0,2.0,45.0,2
5571,Raja Rajeshwari Nagar,1288.0,2.0,70.0,3
5572,Raja Rajeshwari Nagar,1120.0,2.0,37.97,2
5573,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
5574,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
5575,Raja Rajeshwari Nagar,1420.0,2.0,60.0,3
5576,Raja Rajeshwari Nagar,1303.0,2.0,44.17,2
5578,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
5579,Raja Rajeshwari Nagar,1140.0,2.0,49.27,2
5581,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
5582,Raja Rajeshwari Nagar,1235.0,2.0,75.0,2
5583,Raja Rajeshwari Nagar,1280.0,3.0,57.6,3
5584,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
5585,Raja Rajeshwari Nagar,1162.0,2.0,65.0,2
5586,Raja Rajeshwari Nagar,1133.0,2.0,38.41,2
5587,Raja Rajeshwari Nagar,1151.0,2.0,49.0,2
5588,Raja Rajeshwari Nagar,1267.0,2.0,54.35,2
5590,Raja Rajeshwari Nagar,1100.0,2.0,50.0,2
5591,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
5593,Raja Rajeshwari Nagar,1306.0,2.0,44.17,2
5594,Raja Rajeshwari Nagar,1196.0,2.0,40.44,2
5595,Raja Rajeshwari Nagar,1178.0,2.0,75.0,2
5596,Raja Rajeshwari Nagar,1128.0,2.0,40.0,2
5597,Raja Rajeshwari Nagar,1151.0,2.0,39.0,2
5599,Raja Rajeshwari Nagar,1525.0,2.0,99.13,3
5600,Raja Rajeshwari Nagar,1060.0,2.0,48.0,2
5601,Raja Rajeshwari Nagar,3900.0,6.0,195.0,6
5602,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
5604,Raja Rajeshwari Nagar,1170.0,2.0,50.0,2
5606,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
5607,Raja Rajeshwari Nagar,1255.0,2.0,53.87,2
5608,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2
5609,Raja Rajeshwari Nagar,1693.0,3.0,71.38,3
5610,Raja Rajeshwari Nagar,3600.0,9.0,240.0,9
5611,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
5612,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
5615,Raja Rajeshwari Nagar,1160.0,2.0,70.0,2
5616,Raja Rajeshwari Nagar,1133.0,2.0,38.37,2
5617,Raja Rajeshwari Nagar,1140.0,2.0,48.7,2
5618,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
5619,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
5620,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
5621,Raja Rajeshwari Nagar,1133.0,2.0,40.0,2
5623,Raja Rajeshwari Nagar,1550.0,3.0,86.8,3
5624,Raja Rajeshwari Nagar,1400.0,2.0,45.0,2
5625,Raja Rajeshwari Nagar,1110.0,2.0,52.0,2
5626,Raja Rajeshwari Nagar,1580.0,3.0,83.74,3
5628,Raja Rajeshwari Nagar,1640.0,3.0,86.8,3
5630,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
5631,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
5632,Raja Rajeshwari Nagar,1279.0,2.0,53.76,3
5633,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
5634,Raja Rajeshwari Nagar,1240.0,2.0,40.54,2
5635,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2
5636,Raja Rajeshwari Nagar,1240.0,2.0,42.04,2
5637,Raja Rajeshwari Nagar,1757.0,3.0,98.0,3
5638,Raja Rajeshwari Nagar,1530.0,3.0,64.0,3
5639,Raja Rajeshwari Nagar,1587.0,3.0,73.8,3
5641,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
5642,Raja Rajeshwari Nagar,1450.0,2.0,67.0,3
5643,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2
5644,Raja Rajeshwari Nagar,945.0,2.0,45.0,2
5645,Raja Rajeshwari Nagar,1303.0,2.0,55.78,2
5646,Raja Rajeshwari Nagar,3450.0,7.0,225.0,8
5647,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
5648,Raja Rajeshwari Nagar,1700.0,2.0,86.0,3
5649,Raja Rajeshwari Nagar,1270.0,2.0,62.0,2
5650,Raja Rajeshwari Nagar,1250.0,2.0,68.0,2
5651,Raja Rajeshwari Nagar,1260.0,2.0,62.0,3
5652,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
5653,Raja Rajeshwari Nagar,1580.0,2.0,66.85,3
5654,Raja Rajeshwari Nagar,1050.0,2.0,37.0,2
5655,Raja Rajeshwari Nagar,1021.0,3.0,59.0,3
5656,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
5657,Raja Rajeshwari Nagar,1500.0,3.0,88.0,3
5658,Raja Rajeshwari Nagar,1168.0,2.0,66.0,2
5659,Raja Rajeshwari Nagar,1400.0,2.0,86.0,3
5660,Raja Rajeshwari Nagar,1157.0,2.0,65.0,2
5661,Raja Rajeshwari Nagar,1206.0,2.0,40.7,2
5662,Raja Rajeshwari Nagar,1000.0,2.0,50.0,2
5663,Raja Rajeshwari Nagar,1485.0,2.0,63.0,3
5664,Raja Rajeshwari Nagar,1335.0,2.0,56.0,3
5666,Raja Rajeshwari Nagar,1255.0,2.0,42.54,2
